,codipreg,pregunta,pregunta_mask,x,y,cluster
1475,1199,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (1997-2018) utilizando un modelo ARIMA.,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (1997-2018) utilizando un modelo ARIMA.,10.729893,11.858252,3
1476,1200,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2002-2016) utilizando un modelo ARIMA.,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2002-2016) utilizando un modelo ARIMA.,10.702299,11.872297,3
1477,1201,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2007-2018) utilizando un modelo ARIMA.,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2007-2018) utilizando un modelo ARIMA.,10.698955,11.890247,3
1478,1202,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2014-2025) utilizando un modelo ARIMA.,Proyectar la recaudación de la coparticipación municipal para el próximo quinquenio (2014-2025) utilizando un modelo ARIMA.,10.728366,11.860426,3
1479,1203,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (1993-2010) utilizando un modelo ARIMA.,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (1993-2010) utilizando un modelo ARIMA.,11.81471,-1.0185003,3
1480,1204,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (1994-2003) utilizando un modelo ARIMA.,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (1994-2003) utilizando un modelo ARIMA.,11.807857,-1.0099236,-1
1481,1205,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (2015-2020) utilizando un modelo ARIMA.,Proyectar la recaudación de la deuda tributaria para el próximo quinquenio (2015-2020) utilizando un modelo ARIMA.,11.748046,-0.9500373,3
1482,1206,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2009-2025) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2009-2025) utilizando un modelo ARIMA.,12.73258,-9.397077,-1
1483,1207,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2010-2024) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2010-2024) utilizando un modelo ARIMA.,12.732611,-9.397098,-1
1484,1208,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2012-2018) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2012-2018) utilizando un modelo ARIMA.,12.732592,-9.39708,-1
1485,1209,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2012-2020) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2012-2020) utilizando un modelo ARIMA.,12.732618,-9.397103,-1
1486,1210,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2016-2025) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2016-2025) utilizando un modelo ARIMA.,12.732669,-9.397141,-1
1487,1211,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2018-2024) utilizando un modelo ARIMA.,Proyectar la recaudación de la digitalización de trámites para el próximo quinquenio (2018-2024) utilizando un modelo ARIMA.,12.732595,-9.397108,-1
1488,1212,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1995-2008) utilizando un modelo ARIMA.,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1995-2008) utilizando un modelo ARIMA.,11.736781,-0.93348444,3
1489,1213,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1998-2012) utilizando un modelo ARIMA.,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1998-2012) utilizando un modelo ARIMA.,11.7453165,-0.94557285,3
1490,1214,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1999-2025) utilizando un modelo ARIMA.,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (1999-2025) utilizando un modelo ARIMA.,11.786993,-0.98746115,3
1491,1215,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (2015-2023) utilizando un modelo ARIMA.,Proyectar la recaudación de la eficiencia administrativa para el próximo quinquenio (2015-2023) utilizando un modelo ARIMA.,11.827223,-1.0251151,3
1492,1216,Proyectar la recaudación de la política fiscal para el próximo quinquenio (1998-2010) utilizando un modelo ARIMA.,Proyectar la recaudación de la política fiscal para el próximo quinquenio (1998-2010) utilizando un modelo ARIMA.,11.736315,-0.9383031,3
1493,1217,Proyectar la recaudación de la política fiscal para el próximo quinquenio (1999-2010) utilizando un modelo ARIMA.,Proyectar la recaudación de la política fiscal para el próximo quinquenio (1999-2010) utilizando un modelo ARIMA.,11.769538,-0.9725742,3
1494,1218,Proyectar la recaudación de la política fiscal para el próximo quinquenio (2013-2024) utilizando un modelo ARIMA.,Proyectar la recaudación de la política fiscal para el próximo quinquenio (2013-2024) utilizando un modelo ARIMA.,11.786195,-0.98948145,3
1495,1219,Proyectar la recaudación de la política fiscal para el próximo quinquenio (2016-2023) utilizando un modelo ARIMA.,Proyectar la recaudación de la política fiscal para el próximo quinquenio (2016-2023) utilizando un modelo ARIMA.,11.7515335,-0.9534215,3
1496,1220,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1991-2007) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1991-2007) utilizando un modelo ARIMA.,11.672758,-0.8734606,3
1497,1221,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1992-1999) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1992-1999) utilizando un modelo ARIMA.,11.724385,-0.92612594,3
1498,1222,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1997-2007) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1997-2007) utilizando un modelo ARIMA.,11.725201,-0.9256531,3
1499,1223,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1997-2021) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (1997-2021) utilizando un modelo ARIMA.,11.735016,-0.937345,3
1500,1224,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2001-2025) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2001-2025) utilizando un modelo ARIMA.,11.74439,-0.94587916,3
1501,1225,Proyectar la recaudación de la recaudación total utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total utilizando un modelo ARIMA.,11.6674,-0.86907494,-1
1502,1226,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2008-2022) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2008-2022) utilizando un modelo ARIMA.,11.677404,-0.8775086,3
1503,1227,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2009-2021) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2009-2021) utilizando un modelo ARIMA.,11.642264,-0.8439374,3
1504,1228,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2012-2020) utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total para el próximo quinquenio (2012-2020) utilizando un modelo ARIMA.,11.686847,-0.8882472,3
1505,1229,Proyectar la recaudación de las regalías petroleras para el próximo quinquenio (1997-2006) utilizando un modelo ARIMA.,Proyectar la recaudación de las regalías petroleras para el próximo quinquenio (1997-2006) utilizando un modelo ARIMA.,11.699282,-0.90209234,-1
1506,1230,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 1991 y 1998, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 1991 y 1998, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.9378386,11.371627,7
1507,1231,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC], descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.908028,11.399829,-1
1508,1232,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2001 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2001 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.9045973,11.4025755,7
1509,1233,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2003 y 2012, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2003 y 2012, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.90605,11.401577,7
1510,1234,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2007 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2007 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.885983,11.420179,7
1511,1235,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2008 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2008 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.9054027,11.402718,7
1512,1236,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2013 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2013 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.8862247,11.41671,7
1513,1237,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor entre 2014 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC] entre 2014 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.884779,11.421877,7
1514,1238,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 1993 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1993 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6973286,12.197157,7
1515,1239,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 1994 y 2012, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1994 y 2012, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.718217,12.186391,7
1516,1240,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2008 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2008 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6944613,12.233483,7
1517,1241,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2009 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2009 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.688696,12.184545,7
1518,1242,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2010 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2010 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7031713,12.2402525,7
1519,1243,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2013 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2013 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7124133,12.240295,7
1520,1244,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2015 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2015 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7077966,12.237161,7
1521,1245,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Inmobiliario entre 2016 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2016 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.666314,12.250619,7
1522,1246,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1990 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1990 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6198173,12.284141,7
1523,1247,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1991 y 1996, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1991 y 1996, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.636669,12.165665,7
1524,1248,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1992 y 2019, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1992 y 2019, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6462,12.249946,7
1525,1249,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1996 y 2007, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1996 y 2007, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6234636,12.1690035,7
1526,1250,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1999 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1999 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.5895405,12.135179,7
1527,1251,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 2000 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2000 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6507735,12.2099,7
1528,1252,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 2004 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2004 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.659334,12.199828,7
1529,1253,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 2014 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2014 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.6740055,12.210369,7
1530,1254,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 2016 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 2016 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.695558,12.2502165,7
1531,1255,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 1994 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 1994 y 2015, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.72904,12.181868,7
1532,1256,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 1996 y 2002, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 1996 y 2002, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.651718,12.164947,7
1533,1257,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2003 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2003 y 2023, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7084556,12.211554,7
1534,1258,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2004 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2004 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.736256,12.254633,7
1535,1259,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2005 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2005 y 2014, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.727922,12.198028,7
1536,1260,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2010 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2010 y 2022, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.690712,12.2477045,7
1537,1261,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2012 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2012 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.727249,12.241156,7
1538,1262,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2013 y 2020, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2013 y 2020, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.713191,12.268009,7
1539,1263,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2015 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2015 y 2021, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7254815,12.264424,7
1540,1264,"Realizar un análisis de series de tiempo de la recaudación del Impuesto sobre los Ingresos Brutos entre 2017 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] sobre los [LOC] entre 2017 y 2024, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.7559485,12.207525,7
1541,1265,"Recibí una intimación por una deuda del Impuesto Automotor del año 1990, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 1990, [MISC]qué debo hacer?",20.98032,11.943594,11
1542,1266,"Recibí una intimación por una deuda del Impuesto Automotor del año 2002, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2002, [MISC]qué debo hacer?",20.934092,11.985558,11
1543,1267,"Recibí una intimación por una deuda del Impuesto Automotor del año 2010, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2010, [MISC]qué debo hacer?",21.072325,11.841872,11
1544,1268,"Recibí una intimación por una deuda del Impuesto Automotor del año 2012, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2012, [MISC]qué debo hacer?",21.070946,11.846664,11
1545,1269,"Recibí una intimación por una deuda del Impuesto Automotor del año 2018, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2018, [LOC]qué debo hacer?",20.83747,12.070582,11
1546,1270,"Recibí una intimación por una deuda del Impuesto Automotor del año 2021, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2021, [MISC]qué debo hacer?",20.745558,12.15777,11
1547,1271,"Recibí una intimación por una deuda del Impuesto Automotor del año 2023, ¿qué debo hacer?","[PER] una intimación por una deuda del [MISC] del año 2023, [MISC]qué debo hacer?",20.755127,12.14984,11
1548,1272,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 1991, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 1991, [LOC]qué debo hacer?",20.97923,11.942624,11
1549,1273,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 1999, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 1999, [LOC]qué debo hacer?",20.95563,11.96507,11
1550,1274,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2001, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2001, [MISC]qué debo hacer?",20.953876,11.966706,11
1551,1275,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2003, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2003, [LOC]qué debo hacer?",20.97627,11.944418,11
1552,1276,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2008, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2008, [LOC]qué debo hacer?",21.003437,11.914538,11
1553,1277,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2009, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2009, [MISC]qué debo hacer?",21.044218,11.874157,11
1554,1278,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2018, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2018, [LOC]qué debo hacer?",20.82066,12.086802,11
1555,1279,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2020, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2020, [MISC]qué debo hacer?",20.741848,12.161651,11
1556,1280,"Recibí una intimación por una deuda del Impuesto Inmobiliario del año 2025, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2025, [LOC]qué debo hacer?",20.754553,12.149785,11
1557,1281,"Recibí una intimación por una deuda del Impuesto de Sellos del año 1995, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 1995, [LOC]qué debo hacer?",20.956802,11.964795,11
1558,1282,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2006, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2006, [MISC]qué debo hacer?",20.973055,11.94445,11
1559,1283,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2007, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2007, [LOC]qué debo hacer?",21.007902,11.910537,11
1560,1284,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2009, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2009, [MISC]qué debo hacer?",21.007235,11.910879,11
1561,1285,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2010, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2010, [MISC]qué debo hacer?",21.013697,11.903824,11
1562,1286,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2014, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2014, [MISC]qué debo hacer?",21.009558,11.908965,11
1563,1287,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2017, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2017, [LOC]qué debo hacer?",20.822062,12.087213,11
1564,1288,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2022, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2022, [LOC]qué debo hacer?",20.728613,12.175146,11
1565,1289,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2023, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2023, [MISC]qué debo hacer?",20.73502,12.169776,11
1566,1290,"Recibí una intimación por una deuda del Impuesto sobre los Ingresos Brutos del año 1993, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] sobre los [MISC] del año 1993, [MISC]qué debo hacer?",20.97087,11.951421,11
1567,1291,"Recibí una intimación por una deuda del Impuesto sobre los Ingresos Brutos del año 2000, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] sobre los [MISC] del año 2000, [MISC]qué debo hacer?",20.913174,12.00768,11
1568,1292,"Recibí una intimación por una deuda del Impuesto sobre los Ingresos Brutos del año 2002, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] sobre los [MISC] del año 2002, [MISC]qué debo hacer?",20.92393,11.996371,11
1569,1293,"Recibí una intimación por una deuda del Impuesto sobre los Ingresos Brutos del año 2004, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] sobre los [MISC] del año 2004, [MISC]qué debo hacer?",20.93929,11.980425,11
1570,1294,"Recibí una intimación por una deuda del Impuesto sobre los Ingresos Brutos del año 2011, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] sobre los [MISC] del año 2011, [MISC]qué debo hacer?",21.017197,11.900326,11
1571,1295,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2025?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2025?,-10.029383,6.337878,-1
1572,1296,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2026?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2026?,-10.029424,6.3380356,-1
1573,1297,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2027?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2027?,-10.044439,6.322616,-1
1574,1298,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2028?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2028?,-10.029805,6.33799,-1
1575,1299,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2029?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2029?,-10.026659,6.3562346,-1
1576,1300,Se propone un nuevo plan de facilidades de pago para deudas impositivas. ¿Qué impacto se espera en la recaudación del primer semestre de 2030?,Se propone un nuevo plan de facilidades de pago para deudas impositivas. [MISC] impacto se espera en la recaudación del primer semestre de 2030?,-10.030094,6.33823,-1
1577,1301,¿Cuál es el beneficio de ser un contribuyente cumplidor con el Impuesto Automotor?,[LOC] es el beneficio de ser un contribuyente cumplidor con el [MISC]?,2.9250708,6.903333,-1
1578,1302,¿Cuál es el beneficio de ser un contribuyente cumplidor con el Impuesto Inmobiliario?,[LOC] es el beneficio de ser un contribuyente cumplidor con el [LOC]?,2.9457994,6.9166803,-1
1579,1303,¿Cuál es el beneficio de ser un contribuyente cumplidor con el Impuesto de Sellos?,[LOC] es el beneficio de ser un contribuyente cumplidor con el [MISC]?,2.921575,6.902194,-1
1580,1304,¿Cuál es el beneficio de ser un contribuyente cumplidor con el Impuesto sobre los Ingresos Brutos?,[LOC] es el beneficio de ser un contribuyente cumplidor con el [MISC] sobre los [MISC]?,2.9077559,6.892693,-1
1581,1305,¿Cuál es el costo político de aumentar la coparticipación federal versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la coparticipación federal versus mejorar la eficiencia en el cobro?,0.23281054,3.7780993,-1
